,ID,Anho,Mes,Descripcion,Total
577,202005,2020,5,30-60,0
578,202005,2020,5,<30,0
579,202005,2020,5,>60,0
580,202006,2020,6,30-60,9
581,202006,2020,6,<30,1
582,202006,2020,6,>60,2
583,202007,2020,7,30-60,5580
584,202007,2020,7,<30,3536
585,202007,2020,7,>60,636
586,202008,2020,8,30-60,12035
587,202008,2020,8,<30,6659
588,202008,2020,8,>60,1118
589,202009,2020,9,30-60,6541
590,202009,2020,9,<30,2609
591,202009,2020,9,>60,1291
592,202010,2020,10,30-60,4273
593,202010,2020,10,<30,1306
594,202010,2020,10,>60,839
595,202011,2020,11,30-60,370
596,202011,2020,11,<30,159
597,202011,2020,11,>60,56
598,202012,2020,12,30-60,66
599,202012,2020,12,<30,30
600,202012,2020,12,>60,3
601,202101,2021,1,30-60,41
602,202101,2021,1,<30,15
603,202101,2021,1,>60,4
604,202102,2021,2,30-60,12
605,202102,2021,2,<30,2
606,202102,2021,2,>60,0
607,202103,2021,3,30-60,128
608,202103,2021,3,<30,47
609,202103,2021,3,>60,19
610,202104,2021,4,30-60,672
611,202104,2021,4,<30,270
612,202104,2021,4,>60,82
613,202105,2021,5,30-60,2949
614,202105,2021,5,<30,718
615,202105,2021,5,>60,628
616,202106,2021,6,30-60,8792
617,202106,2021,6,<30,3664
618,202106,2021,6,>60,2368
619,202107,2021,7,30-60,18153
620,202107,2021,7,<30,12281
621,202107,2021,7,>60,3529
622,202108,2021,8,30-60,25310
623,202108,2021,8,<30,14774
624,202108,2021,8,>60,3491
625,202109,2021,9,30-60,21583
626,202109,2021,9,<30,7822
627,202109,2021,9,>60,8058
628,202110,2021,10,30-60,18661
629,202110,2021,10,<30,4647
630,202110,2021,10,>60,7862
631,202111,2021,11,30-60,5811
632,202111,2021,11,<30,1510
633,202111,2021,11,>60,1773
634,202112,2021,12,30-60,748
635,202112,2021,12,<30,311
636,202112,2021,12,>60,134
637,202201,2022,1,30-60,1044
638,202201,2022,1,<30,440
639,202201,2022,1,>60,133
640,202202,2022,2,30-60,1289
641,202202,2022,2,<30,508
642,202202,2022,2,>60,237
643,202203,2022,3,30-60,4067
644,202203,2022,3,<30,2218
645,202203,2022,3,>60,1104
646,202204,2022,4,30-60,18238
647,202204,2022,4,<30,10558
648,202204,2022,4,>60,5487
649,202205,2022,5,30-60,25654
650,202205,2022,5,<30,7221
651,202205,2022,5,>60,15379
652,202206,2022,6,30-60,29391
653,202206,2022,6,<30,13701
654,202206,2022,6,>60,14920
655,202207,2022,7,30-60,33556
656,202207,2022,7,<30,25505
657,202207,2022,7,>60,8313
658,202208,2022,8,30-60,45289
659,202208,2022,8,<30,33417
660,202208,2022,8,>60,7136
661,202209,2022,9,30-60,35281
662,202209,2022,9,<30,14243
663,202209,2022,9,>60,16672
664,202210,2022,10,30-60,28786
665,202210,2022,10,<30,8466
666,202210,2022,10,>60,14104
